,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score,english skills
499,male,group E,some college,standard,0,76,71,72,143
500,female,group D,master's degree,standard,0,74,79,82,161
501,female,group B,associate's degree,standard,1,94,87,92,179
502,male,group C,some college,free/reduced,0,63,61,54,115
503,female,group E,associate's degree,standard,1,95,89,92,181
504,female,group D,master's degree,free/reduced,0,40,59,54,113
505,female,group B,some high school,standard,0,82,82,80,162
506,male,group A,high school,standard,0,68,70,66,136
507,male,group B,bachelor's degree,free/reduced,0,55,59,54,113
508,male,group C,master's degree,standard,0,79,78,77,155
509,female,group C,bachelor's degree,standard,0,86,92,87,179
510,male,group D,some college,standard,0,76,71,73,144
511,male,group A,some high school,standard,0,64,50,43,93
512,male,group D,some high school,free/reduced,0,62,49,52,101
513,female,group B,some high school,standard,1,54,61,62,123
514,female,group B,master's degree,free/reduced,1,77,97,94,191
515,female,group C,some high school,standard,1,76,87,85,172
516,female,group D,some college,standard,0,74,89,84,173
517,female,group E,some college,standard,1,66,74,73,147
518,female,group D,some high school,standard,1,66,78,78,156
519,female,group B,high school,free/reduced,1,67,78,79,157
520,male,group D,some college,standard,0,71,49,52,101
521,female,group C,associate's degree,standard,0,91,86,84,170
522,male,group D,bachelor's degree,standard,0,69,58,57,115
523,male,group C,master's degree,free/reduced,0,54,59,50,109
524,male,group C,high school,standard,1,53,52,49,101
525,male,group E,some college,standard,0,68,60,59,119
526,male,group C,some high school,free/reduced,1,56,61,60,121
527,female,group C,high school,free/reduced,0,36,53,43,96
528,female,group D,bachelor's degree,free/reduced,0,29,41,47,88
529,female,group C,associate's degree,standard,0,62,74,70,144
530,female,group C,associate's degree,standard,1,68,67,73,140
531,female,group C,some high school,standard,0,47,54,53,107
532,male,group E,associate's degree,standard,1,62,61,58,119
533,female,group E,associate's degree,standard,1,79,88,94,182
534,male,group B,high school,standard,1,73,69,68,137
535,female,group C,bachelor's degree,free/reduced,1,66,83,83,166
536,male,group C,associate's degree,standard,1,51,60,58,118
537,female,group D,high school,standard,0,51,66,62,128
538,male,group E,bachelor's degree,standard,1,85,66,71,137
539,male,group A,associate's degree,standard,1,97,92,86,178
540,male,group C,high school,standard,1,75,69,68,137
541,male,group D,associate's degree,free/reduced,1,79,82,80,162
542,female,group C,associate's degree,standard,0,81,77,79,156
543,female,group D,associate's degree,standard,0,82,95,89,184
544,female,group D,master's degree,standard,0,64,63,66,129
545,male,group E,some high school,free/reduced,1,78,83,80,163
546,female,group A,some high school,standard,1,92,100,97,197
547,male,group C,high school,standard,1,72,67,64,131
548,female,group C,high school,free/reduced,0,62,67,64,131
549,male,group C,master's degree,standard,0,79,72,69,141
550,male,group C,some high school,free/reduced,0,79,76,65,141
551,male,group B,bachelor's degree,free/reduced,1,87,90,88,178
552,female,group B,associate's degree,standard,0,40,48,50,98
553,male,group D,some college,free/reduced,0,77,62,64,126
554,male,group E,associate's degree,standard,0,53,45,40,85
555,female,group C,some college,free/reduced,0,32,39,33,72
556,female,group C,associate's degree,standard,1,55,72,79,151
557,male,group C,master's degree,free/reduced,0,61,67,66,133
558,female,group B,associate's degree,free/reduced,0,53,70,70,140
559,male,group D,some high school,standard,0,73,66,62,128
560,female,group D,some college,standard,1,74,75,79,154
561,female,group C,some college,standard,0,63,74,74,148
562,male,group C,bachelor's degree,standard,1,96,90,92,182
563,female,group D,some college,free/reduced,1,63,80,80,160
564,male,group B,bachelor's degree,free/reduced,0,48,51,46,97
565,male,group B,associate's degree,standard,0,48,43,45,88
566,female,group E,bachelor's degree,free/reduced,1,92,100,100,200
567,female,group D,master's degree,free/reduced,1,61,71,78,149
568,male,group B,high school,free/reduced,0,63,48,47,95
569,male,group D,bachelor's degree,free/reduced,0,68,68,67,135
570,male,group B,some college,standard,1,71,75,70,145
571,male,group A,bachelor's degree,standard,0,91,96,92,188
572,female,group C,some college,standard,0,53,62,56,118
573,female,group C,high school,free/reduced,1,50,66,64,130
574,female,group E,high school,standard,0,74,81,71,152
575,male,group A,associate's degree,free/reduced,1,40,55,53,108
576,male,group A,some college,standard,1,61,51,52,103
577,female,group B,high school,standard,0,81,91,89,180
578,female,group B,some college,free/reduced,1,48,56,58,114
579,female,group D,master's degree,standard,0,53,61,68,129
580,female,group D,some high school,standard,0,81,97,96,193
581,female,group E,some high school,standard,0,77,79,80,159
582,female,group D,bachelor's degree,free/reduced,0,63,73,78,151
583,female,group D,associate's degree,standard,1,73,75,80,155
584,female,group D,some college,standard,0,69,77,77,154
585,female,group C,associate's degree,standard,0,65,76,76,152
586,female,group A,high school,standard,0,55,73,73,146
587,female,group C,bachelor's degree,free/reduced,0,44,63,62,125
588,female,group C,some college,standard,0,54,64,65,129
589,female,group A,some high school,standard,0,48,66,65,131
590,male,group C,some college,free/reduced,0,58,57,54,111
591,male,group A,some high school,standard,0,71,62,50,112
592,male,group E,bachelor's degree,standard,0,68,68,64,132
593,female,group E,high school,standard,0,74,76,73,149
594,female,group C,bachelor's degree,standard,1,92,100,99,199
595,female,group C,bachelor's degree,standard,1,56,79,72,151
596,male,group B,high school,free/reduced,0,30,24,15,39
597,male,group A,some high school,standard,0,53,54,48,102
598,female,group D,high school,standard,0,69,77,73,150
599,female,group D,some high school,standard,0,65,82,81,163
600,female,group D,master's degree,standard,0,54,60,63,123
601,female,group C,high school,standard,0,29,29,30,59
602,female,group E,some college,standard,0,76,78,80,158
603,male,group D,high school,free/reduced,0,60,57,51,108
604,male,group D,master's degree,free/reduced,1,84,89,90,179
605,male,group C,some high school,standard,0,75,72,62,134
606,female,group C,associate's degree,standard,0,85,84,82,166
607,female,group C,master's degree,free/reduced,0,40,58,54,112
608,female,group E,some college,standard,0,61,64,62,126
609,female,group B,associate's degree,standard,0,58,63,65,128
610,male,group D,some college,free/reduced,1,69,60,63,123
611,female,group C,some college,standard,0,58,59,66,125
612,male,group C,bachelor's degree,standard,1,94,90,91,181
613,female,group C,associate's degree,standard,0,65,77,74,151
614,female,group A,associate's degree,standard,0,82,93,93,186
615,female,group C,high school,standard,0,60,68,72,140
616,female,group E,bachelor's degree,standard,0,37,45,38,83
617,male,group D,bachelor's degree,standard,0,88,78,83,161
618,male,group D,master's degree,standard,0,95,81,84,165
619,male,group C,associate's degree,free/reduced,1,65,73,68,141
620,female,group C,high school,free/reduced,0,35,61,54,115
621,male,group B,bachelor's degree,free/reduced,0,62,63,56,119
622,male,group C,high school,free/reduced,1,58,51,52,103
623,male,group A,some college,standard,1,100,96,86,182
624,female,group E,bachelor's degree,free/reduced,0,61,58,62,120
625,male,group D,some college,standard,1,100,97,99,196
626,male,group B,associate's degree,free/reduced,1,69,70,63,133
627,male,group D,associate's degree,standard,0,61,48,46,94
628,male,group D,some college,free/reduced,0,49,57,46,103
629,female,group C,some high school,standard,1,44,51,55,106
630,male,group D,some college,standard,0,67,64,70,134
631,male,group B,high school,standard,0,79,60,65,125
632,female,group B,bachelor's degree,standard,1,66,74,81,155
633,female,group C,high school,standard,0,75,88,85,173
634,male,group D,some high school,standard,0,84,84,80,164
635,male,group A,high school,standard,0,71,74,64,138
636,female,group B,high school,free/reduced,1,67,80,81,161
637,female,group D,some high school,standard,1,80,92,88,180
638,male,group E,some college,standard,0,86,76,74,150
639,female,group D,associate's degree,standard,0,76,74,73,147
640,male,group D,high school,standard,0,41,52,51,103
641,female,group D,associate's degree,free/reduced,1,74,88,90,178
642,female,group B,some high school,free/reduced,0,72,81,79,160
643,female,group E,high school,standard,1,74,79,80,159
644,male,group B,high school,standard,0,70,65,60,125
645,female,group B,bachelor's degree,standard,1,65,81,81,162
646,female,group D,associate's degree,standard,0,59,70,65,135
647,female,group E,high school,free/reduced,0,64,62,68,130
648,female,group B,high school,standard,0,50,53,55,108
649,female,group D,some college,standard,1,69,79,81,160
650,male,group C,some high school,free/reduced,1,51,56,53,109
651,female,group A,high school,standard,1,68,80,76,156
652,female,group D,some college,standard,1,85,86,98,184
653,female,group A,associate's degree,standard,1,65,70,74,144
654,female,group B,some high school,standard,0,73,79,79,158
655,female,group B,some college,standard,0,62,67,67,134
656,male,group C,associate's degree,free/reduced,0,77,67,64,131
657,male,group D,some high school,standard,0,69,66,61,127
658,female,group D,associate's degree,free/reduced,0,43,60,58,118
659,male,group D,associate's degree,standard,0,90,87,85,172
660,male,group C,some college,free/reduced,0,74,77,73,150
661,male,group C,some high school,standard,0,73,66,63,129
662,female,group D,some college,free/reduced,0,55,71,69,140
663,female,group C,high school,standard,0,65,69,67,136
664,male,group D,associate's degree,standard,0,80,63,63,126
665,female,group C,some high school,free/reduced,1,50,60,60,120
666,female,group C,some college,free/reduced,1,63,73,71,144
667,female,group B,bachelor's degree,free/reduced,0,77,85,87,172
668,male,group C,some college,standard,0,73,74,61,135
669,male,group D,associate's degree,standard,1,81,72,77,149
670,female,group C,high school,free/reduced,0,66,76,68,144
671,male,group D,associate's degree,free/reduced,0,52,57,50,107
672,female,group C,some college,standard,0,69,78,76,154
673,female,group C,associate's degree,standard,1,65,84,84,168
674,female,group D,high school,standard,1,69,77,78,155
675,female,group B,some college,standard,1,50,64,66,130
676,female,group E,some college,standard,1,73,78,76,154
677,female,group C,some high school,standard,1,70,82,76,158
678,male,group D,associate's degree,free/reduced,0,81,75,78,153
679,male,group D,some college,free/reduced,0,63,61,60,121
680,female,group D,high school,standard,0,67,72,74,146
681,male,group B,high school,standard,0,60,68,60,128
682,male,group B,high school,standard,0,62,55,54,109
683,female,group C,some high school,free/reduced,1,29,40,44,84
684,male,group B,some college,standard,1,62,66,68,134
685,female,group E,master's degree,standard,1,94,99,100,199
686,male,group E,some college,standard,1,85,75,68,143
687,male,group D,associate's degree,free/reduced,0,77,78,73,151
688,male,group A,high school,free/reduced,0,53,58,44,102
689,male,group E,some college,free/reduced,0,93,90,83,173
690,female,group C,associate's degree,standard,0,49,53,53,106
691,female,group E,associate's degree,free/reduced,0,73,76,78,154
692,female,group C,bachelor's degree,free/reduced,1,66,74,81,155
693,female,group D,associate's degree,standard,0,77,77,73,150
694,female,group C,some high school,standard,0,49,63,56,119
695,female,group D,some college,free/reduced,0,79,89,86,175
696,female,group C,associate's degree,standard,1,75,82,90,172
697,female,group A,bachelor's degree,standard,0,59,72,70,142
698,female,group D,associate's degree,standard,1,57,78,79,157
699,male,group C,high school,free/reduced,0,66,66,59,125
700,female,group E,bachelor's degree,standard,1,79,81,82,163
701,female,group B,some high school,standard,0,57,67,72,139
702,male,group A,bachelor's degree,standard,1,87,84,87,171
703,female,group D,some college,standard,0,63,64,67,131
704,female,group B,some high school,free/reduced,1,59,63,64,127
705,male,group A,bachelor's degree,free/reduced,0,62,72,65,137
706,male,group D,high school,standard,0,46,34,36,70
707,male,group C,some college,standard,0,66,59,52,111
708,male,group D,high school,standard,0,89,87,79,166
709,female,group D,associate's degree,free/reduced,1,42,61,58,119
710,male,group C,some college,standard,1,93,84,90,174
711,female,group E,some high school,standard,1,80,85,85,170
712,female,group D,some college,standard,0,98,100,99,199
713,male,group D,master's degree,standard,0,81,81,84,165
714,female,group B,some high school,standard,1,60,70,74,144
715,female,group B,associate's degree,free/reduced,1,76,94,87,181
716,male,group C,associate's degree,standard,1,73,78,72,150
717,female,group C,associate's degree,standard,1,96,96,99,195
718,female,group C,high school,standard,0,76,76,74,150
719,male,group E,associate's degree,free/reduced,1,91,73,80,153
720,female,group C,some college,free/reduced,0,62,72,70,142
721,male,group D,some high school,free/reduced,1,55,59,59,118
722,female,group B,some high school,free/reduced,1,74,90,88,178
723,male,group C,high school,standard,0,50,48,42,90
724,male,group B,some college,standard,0,47,43,41,84
725,male,group E,some college,standard,1,81,74,71,145
726,female,group E,associate's degree,standard,1,65,75,77,152
727,male,group E,some high school,standard,1,68,51,57,108
728,female,group D,high school,free/reduced,0,73,92,84,176
729,male,group C,some college,standard,0,53,39,37,76
730,female,group B,associate's degree,free/reduced,1,68,77,80,157
731,male,group A,some high school,free/reduced,0,55,46,43,89
732,female,group C,some college,standard,1,87,89,94,183
733,male,group D,some high school,standard,0,55,47,44,91
734,female,group E,some college,free/reduced,0,53,58,57,115
735,male,group C,master's degree,standard,0,67,57,59,116
736,male,group C,associate's degree,standard,0,92,79,84,163
737,female,group B,some college,free/reduced,1,53,66,73,139
738,male,group D,associate's degree,standard,0,81,71,73,144
739,male,group C,high school,free/reduced,0,61,60,55,115
740,male,group D,bachelor's degree,standard,0,80,73,72,145
741,female,group A,associate's degree,free/reduced,0,37,57,56,113
742,female,group C,high school,standard,0,81,84,82,166
743,female,group C,associate's degree,standard,1,59,73,72,145
744,male,group B,some college,free/reduced,0,55,55,47,102
745,male,group D,associate's degree,standard,0,72,79,74,153
746,male,group D,high school,standard,0,69,75,71,146
747,male,group C,some college,standard,0,69,64,68,132
748,female,group C,bachelor's degree,free/reduced,0,50,60,59,119
749,male,group B,some college,standard,1,87,84,86,170
750,male,group D,some high school,standard,1,71,69,68,137
751,male,group E,some college,standard,0,68,72,65,137
752,male,group C,master's degree,free/reduced,1,79,77,75,152
753,female,group C,some high school,standard,1,77,90,85,175
754,male,group C,associate's degree,free/reduced,0,58,55,53,108
755,female,group E,associate's degree,standard,0,84,95,92,187
756,male,group D,some college,standard,0,55,58,52,110
757,male,group E,bachelor's degree,free/reduced,1,70,68,72,140
758,female,group D,some college,free/reduced,1,52,59,65,124
759,male,group B,some college,standard,1,69,77,77,154
760,female,group C,high school,free/reduced,0,53,72,64,136
761,female,group D,some high school,standard,0,48,58,54,112
762,male,group D,some high school,standard,1,78,81,86,167
763,female,group B,high school,standard,0,62,62,63,125
764,male,group D,some college,standard,0,60,63,59,122
765,female,group B,high school,standard,0,74,72,72,144
766,female,group C,high school,standard,1,58,75,77,152
767,male,group B,high school,standard,1,76,62,60,122
768,female,group D,some high school,standard,0,68,71,75,146
769,male,group A,some college,free/reduced,0,58,60,57,117
770,male,group B,high school,standard,0,52,48,49,97
771,male,group D,bachelor's degree,standard,0,75,73,74,147
772,female,group B,some high school,free/reduced,1,52,67,72,139
773,female,group C,bachelor's degree,free/reduced,0,62,78,79,157
774,male,group B,some college,standard,0,66,65,60,125
775,female,group B,some high school,free/reduced,0,49,58,55,113
776,female,group B,high school,standard,0,66,72,70,142
777,female,group C,some college,free/reduced,0,35,44,43,87
778,female,group A,some college,standard,1,72,79,82,161
779,male,group E,associate's degree,standard,1,94,85,82,167
780,female,group D,associate's degree,free/reduced,0,46,56,57,113
781,female,group B,master's degree,standard,0,77,90,84,174
782,female,group B,high school,free/reduced,1,76,85,82,167
783,female,group C,associate's degree,standard,1,52,59,62,121
784,male,group C,bachelor's degree,standard,1,91,81,79,160
785,female,group B,some high school,standard,1,32,51,44,95
786,female,group E,some high school,free/reduced,0,72,79,77,156
787,female,group B,some college,standard,0,19,38,32,70
788,male,group C,associate's degree,free/reduced,0,68,65,61,126
789,female,group C,master's degree,free/reduced,0,52,65,61,126
790,female,group B,high school,standard,0,48,62,60,122
791,female,group D,some college,free/reduced,0,60,66,70,136
792,male,group D,high school,free/reduced,0,66,74,69,143
793,male,group E,some high school,standard,1,89,84,77,161
794,female,group B,high school,standard,0,42,52,51,103
795,female,group E,associate's degree,free/reduced,1,57,68,73,141
796,male,group D,high school,standard,0,70,70,70,140
797,female,group E,associate's degree,free/reduced,0,70,84,81,165
798,male,group E,some college,standard,0,69,60,54,114
799,female,group C,associate's degree,standard,0,52,55,57,112
800,male,group C,some high school,standard,1,67,73,68,141
801,male,group C,some high school,standard,1,76,80,73,153
802,female,group E,associate's degree,standard,0,87,94,95,189
803,female,group B,some college,standard,0,82,85,87,172
804,female,group C,some college,standard,0,73,76,78,154
805,male,group A,some college,free/reduced,0,75,81,74,155
806,female,group D,some college,free/reduced,0,64,74,75,149
807,female,group E,high school,free/reduced,0,41,45,40,85
808,male,group C,high school,standard,0,90,75,69,144
809,male,group B,bachelor's degree,standard,0,59,54,51,105
810,male,group A,some high school,standard,0,51,31,36,67
811,male,group A,high school,free/reduced,0,45,47,49,96
812,female,group C,master's degree,standard,1,54,64,67,131
813,male,group E,some high school,standard,1,87,84,76,160
814,female,group C,high school,standard,0,72,80,83,163
815,male,group B,some high school,standard,1,94,86,87,173
816,female,group A,bachelor's degree,standard,0,45,59,64,123
817,male,group D,bachelor's degree,free/reduced,1,61,70,76,146
818,female,group B,high school,free/reduced,0,60,72,68,140
819,female,group C,some high school,standard,0,77,91,88,179
820,female,group A,some high school,standard,1,85,90,92,182
821,female,group D,bachelor's degree,free/reduced,0,78,90,93,183
822,male,group E,some college,free/reduced,1,49,52,51,103
823,female,group B,high school,free/reduced,0,71,87,82,169
824,female,group C,some high school,free/reduced,0,48,58,52,110
825,male,group C,high school,standard,0,62,67,58,125
826,female,group C,associate's degree,free/reduced,1,56,68,70,138
827,female,group C,some high school,standard,0,65,69,76,145
828,female,group D,some high school,free/reduced,1,69,86,81,167
829,male,group B,some high school,standard,0,68,54,53,107
830,female,group A,some college,free/reduced,0,61,60,57,117
831,female,group C,bachelor's degree,free/reduced,1,74,86,89,175
832,male,group A,bachelor's degree,standard,0,64,60,58,118
833,female,group B,high school,standard,1,77,82,89,171
834,male,group B,some college,standard,0,58,50,45,95
835,female,group C,high school,standard,1,60,64,74,138
836,male,group E,high school,standard,0,73,64,57,121
837,female,group A,high school,standard,1,75,82,79,161
838,male,group B,associate's degree,free/reduced,1,58,57,53,110
839,female,group C,associate's degree,standard,0,66,77,73,150
840,female,group D,high school,free/reduced,0,39,52,46,98
841,male,group C,some high school,standard,0,64,58,51,109
842,female,group B,high school,free/reduced,1,23,44,36,80
843,male,group B,some college,free/reduced,1,74,77,76,153
844,female,group D,some high school,free/reduced,1,40,65,64,129
845,male,group E,master's degree,standard,0,90,85,84,169
846,male,group C,master's degree,standard,1,91,85,85,170
847,male,group D,high school,standard,0,64,54,50,104
848,female,group C,high school,standard,0,59,72,68,140
849,male,group D,associate's degree,standard,0,80,75,69,144
850,male,group C,master's degree,standard,0,71,67,67,134
851,female,group A,high school,standard,0,61,68,63,131
852,female,group E,some college,standard,0,87,85,93,178
853,male,group E,some high school,standard,0,82,67,61,128
854,male,group C,some high school,standard,0,62,64,55,119
855,female,group B,bachelor's degree,standard,0,97,97,96,193
856,male,group B,some college,free/reduced,0,75,68,65,133
857,female,group C,bachelor's degree,standard,0,65,79,81,160
858,male,group B,high school,standard,1,52,49,46,95
859,male,group C,associate's degree,free/reduced,0,87,73,72,145
860,female,group C,associate's degree,standard,0,53,62,53,115
861,female,group E,master's degree,free/reduced,0,81,86,87,173
862,male,group D,bachelor's degree,free/reduced,1,39,42,38,80
863,female,group C,some college,standard,1,71,71,80,151
864,male,group C,associate's degree,standard,0,97,93,91,184
865,male,group D,some college,standard,1,82,82,88,170
866,male,group C,high school,free/reduced,0,59,53,52,105
867,male,group B,associate's degree,standard,0,61,42,41,83
868,male,group E,associate's degree,free/reduced,1,78,74,72,146
869,male,group C,associate's degree,free/reduced,0,49,51,51,102
870,male,group B,high school,standard,0,59,58,47,105
871,female,group C,some college,standard,1,70,72,76,148
872,male,group B,associate's degree,standard,1,82,84,78,162
873,male,group E,associate's degree,free/reduced,0,90,90,82,172
874,female,group C,bachelor's degree,free/reduced,0,43,62,61,123
875,male,group C,some college,free/reduced,0,80,64,66,130
876,male,group D,some college,standard,0,81,82,84,166
877,male,group C,some high school,standard,0,57,61,54,115
878,female,group D,some high school,standard,0,59,72,80,152
879,female,group D,associate's degree,standard,0,64,76,74,150
880,male,group C,bachelor's degree,standard,1,63,64,66,130
881,female,group E,bachelor's degree,standard,1,71,70,70,140
882,female,group B,high school,free/reduced,0,64,73,71,144
883,male,group D,bachelor's degree,free/reduced,0,55,46,44,90
884,female,group E,associate's degree,standard,0,51,51,54,105
885,female,group C,associate's degree,standard,1,62,76,80,156
886,female,group E,associate's degree,standard,1,93,100,95,195
887,male,group C,high school,free/reduced,0,54,72,59,131
888,female,group D,some college,free/reduced,0,69,65,74,139
889,male,group D,high school,free/reduced,0,44,51,48,99
890,female,group E,some college,standard,1,86,85,91,176
891,female,group E,associate's degree,standard,0,85,92,85,177
892,female,group A,master's degree,free/reduced,0,50,67,73,140
893,male,group D,some high school,standard,1,88,74,75,149
894,female,group E,associate's degree,standard,0,59,62,69,131
895,female,group E,some high school,free/reduced,0,32,34,38,72
896,male,group B,high school,free/reduced,0,36,29,27,56
897,female,group B,some high school,free/reduced,1,63,78,79,157
898,male,group D,associate's degree,standard,1,67,54,63,117
899,female,group D,some high school,standard,1,65,78,82,160
900,male,group D,master's degree,standard,0,85,84,89,173
901,female,group C,master's degree,standard,0,73,78,74,152
902,female,group A,high school,free/reduced,1,34,48,41,89
903,female,group D,bachelor's degree,free/reduced,1,93,100,100,200
904,female,group D,some high school,free/reduced,0,67,84,84,168
905,male,group D,some college,standard,0,88,77,77,154
906,male,group B,high school,standard,0,57,48,51,99
907,female,group D,some college,standard,1,79,84,91,175
908,female,group C,bachelor's degree,free/reduced,0,67,75,72,147
909,male,group E,bachelor's degree,standard,1,70,64,70,134
910,male,group D,bachelor's degree,free/reduced,0,50,42,48,90
911,female,group A,some college,standard,0,69,84,82,166
912,female,group C,bachelor's degree,standard,1,52,61,66,127
913,female,group C,bachelor's degree,free/reduced,1,47,62,66,128
914,female,group B,associate's degree,free/reduced,0,46,61,55,116
915,female,group E,some college,standard,0,68,70,66,136
916,male,group E,bachelor's degree,standard,1,100,100,100,200
917,female,group C,high school,standard,0,44,61,52,113
918,female,group C,associate's degree,standard,1,57,77,80,157
919,male,group B,some college,standard,1,91,96,91,187
920,male,group D,high school,free/reduced,0,69,70,67,137
921,female,group C,high school,free/reduced,0,35,53,46,99
922,male,group D,high school,standard,0,72,66,66,132
923,female,group B,associate's degree,free/reduced,0,54,65,65,130
924,male,group D,high school,free/reduced,0,74,70,69,139
925,male,group E,some high school,standard,1,74,64,60,124
926,male,group E,associate's degree,free/reduced,0,64,56,52,108
927,female,group D,high school,free/reduced,1,65,61,71,132
928,male,group E,associate's degree,free/reduced,1,46,43,44,87
929,female,group C,some high school,free/reduced,0,48,56,51,107
930,male,group C,some college,free/reduced,1,67,74,70,144
931,male,group D,some college,free/reduced,0,62,57,62,119
932,male,group D,associate's degree,free/reduced,1,61,71,73,144
933,male,group C,bachelor's degree,free/reduced,1,70,75,74,149
934,male,group C,associate's degree,standard,1,98,87,90,177
935,male,group D,some college,free/reduced,0,70,63,58,121
936,male,group A,associate's degree,standard,0,67,57,53,110
937,female,group E,high school,free/reduced,0,57,58,57,115
938,male,group D,some college,standard,1,85,81,85,166
939,male,group D,some high school,standard,1,77,68,69,137
940,male,group C,master's degree,free/reduced,1,72,66,72,138
941,female,group D,master's degree,standard,0,78,91,96,187
942,male,group C,high school,standard,0,81,66,64,130
943,male,group A,some high school,free/reduced,1,61,62,61,123
944,female,group B,high school,standard,0,58,68,61,129
945,female,group C,associate's degree,standard,0,54,61,58,119
946,male,group B,high school,standard,0,82,82,80,162
947,female,group D,some college,free/reduced,0,49,58,60,118
948,male,group B,some high school,free/reduced,1,49,50,52,102
949,female,group E,high school,free/reduced,1,57,75,73,148
950,male,group E,high school,standard,0,94,73,71,144
951,female,group D,some college,standard,1,75,77,83,160
952,female,group E,some high school,free/reduced,0,74,74,72,146
953,male,group C,high school,standard,1,58,52,54,106
954,female,group C,some college,standard,0,62,69,69,138
955,male,group E,associate's degree,standard,0,72,57,62,119
956,male,group C,some college,standard,0,84,87,81,168
957,female,group D,master's degree,standard,0,92,100,100,200
958,female,group D,high school,standard,0,45,63,59,122
959,male,group C,high school,standard,0,75,81,71,152
960,female,group A,some college,standard,0,56,58,64,122
961,female,group D,some high school,free/reduced,0,48,54,53,107
962,female,group E,associate's degree,standard,0,100,100,100,200
963,female,group C,some high school,free/reduced,1,65,76,75,151
964,male,group D,some college,standard,0,72,57,58,115
965,female,group D,some college,standard,0,62,70,72,142
966,male,group A,some high school,standard,1,66,68,64,132
967,male,group C,some college,standard,0,63,63,60,123
968,female,group E,associate's degree,standard,0,68,76,67,143
969,female,group B,bachelor's degree,standard,0,75,84,80,164
970,female,group D,bachelor's degree,standard,0,89,100,100,200
971,male,group C,some high school,standard,1,78,72,69,141
972,female,group A,high school,free/reduced,1,53,50,60,110
973,female,group D,some college,free/reduced,0,49,65,61,126
974,female,group A,some college,standard,0,54,63,67,130
975,female,group C,some college,standard,1,64,82,77,159
976,male,group B,some college,free/reduced,1,60,62,60,122
977,male,group C,associate's degree,standard,0,62,65,58,123
978,male,group D,high school,standard,1,55,41,48,89
979,female,group C,associate's degree,standard,0,91,95,94,189
980,female,group B,high school,free/reduced,0,8,24,23,47
981,male,group D,some high school,standard,0,81,78,78,156
982,male,group B,some high school,standard,1,79,85,86,171
983,female,group A,some college,standard,1,78,87,91,178
984,female,group C,some high school,standard,0,74,75,82,157
985,male,group A,high school,standard,0,57,51,54,105
986,female,group C,associate's degree,standard,0,40,59,51,110
987,male,group E,some high school,standard,1,81,75,76,151
988,female,group A,some high school,free/reduced,0,44,45,45,90
989,female,group D,some college,free/reduced,1,67,86,83,169
990,male,group E,high school,free/reduced,1,86,81,75,156
991,female,group B,some high school,standard,1,65,82,78,160
992,female,group D,associate's degree,free/reduced,0,55,76,76,152
993,female,group D,bachelor's degree,free/reduced,0,62,72,74,146
994,male,group A,high school,standard,0,63,63,62,125
995,female,group E,master's degree,standard,1,88,99,95,194
996,male,group C,high school,free/reduced,0,62,55,55,110
997,female,group C,high school,free/reduced,1,59,71,65,136
998,female,group D,some college,standard,1,68,78,77,155
999,female,group D,some college,free/reduced,0,77,86,86,172
